user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
CCGPMC025c_JNA_AS_CCGP29_S225_L002_R.bin.19	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_902806285.1, s__Sphingomicrobium sp902806285, 95.0, 82.96, 0.6; GCA_902806265.1, s__Sphingomicrobium sp902806265, 95.0, 82.6, 0.63; GCF_009363895.1, s__Sphingomicrobium ginsengisoli, 95.0, 79.99, 0.48; GCF_016924655.1, s__Sphingomicrobium sp016924655, 95.0, 79.95, 0.43; GCF_000711715.1, s__Sphingomicrobium astaxanthinifaciens, 95.0, 79.8, 0.46; GCF_011927725.1, s__Sphingomicrobium kaistense, 95.0, 79.7, 0.43; GCF_014873375.1, s__Sphingomicrobium sp014873375, 95.0, 79.68, 0.42; GCF_003970925.1, s__Sphingomicrobium sp003970925, 95.0, 79.59, 0.44; GCA_902806295.1, s__Sphingomicrobium sp902806295, 95.0, 79.54, 0.54; GCA_011053295.1, s__Sphingomicrobium sp011053295, 95.0, 79.49, 0.45; GCF_003499275.1, s__Sphingomicrobium mesophila, 95.0, 79.01, 0.4; GCA_013812825.1, s__Sphingomicrobium sp013812825, 95.0, 78.85, 0.37; GCA_902806275.1, s__Sphingomicrobium sp902806275, 95.0, 78.83, 0.45; GCF_000585415.1, s__Sphingomicrobium jaspsi, 95.0, 78.72, 0.33; GCF_014396585.1, s__Sphingomicrobium rhizophilum, 95.0, 78.7, 0.33; GCF_009720245.1, s__Sphingomicrobium sp009720245, 95.0, 78.65, 0.32; GCF_011300455.1, s__Sphingomicrobium piscis, 95.0, 78.63, 0.31; GCF_003097155.1, s__Sphingomicrobium sp003097155, 95.0, 78.52, 0.35; GCF_014396785.1, s__Sphingomicrobium lutea, 95.0, 78.5, 0.34; GCF_014873475.1, s__Sphingomicrobium sp014873475, 95.0, 78.46, 0.35; GCA_013812805.1, s__Sphingomicrobium sp013812805, 95.0, 78.46, 0.33; GCF_014352855.1, s__Sphingomicrobium sp014352855, 95.0, 78.44, 0.34; GCA_019242355.1, s__Sphingomicrobium sp019242355, 95.0, 78.42, 0.29; GCF_011302055.1, s__Sphingomicrobium sinipercae, 95.0, 78.36, 0.4; GCF_000620665.1, s__Sphingomicrobium sp000620665, 95.0, 78.36, 0.32; GCA_019247755.1, s__Sphingomicrobium sp019247755, 95.0, 78.31, 0.29; GCF_014489515.1, s__Sphingomicrobium sediminicola, 95.0, 78.23, 0.26; GCF_014489495.1, s__Sphingomicrobium daechungense, 95.0, 78.12, 0.3; GCA_013816785.1, s__Sphingomicrobium sp013816785, 95.0, 78.06, 0.34; GCF_014873795.1, s__Sphingomicrobium sp014873795, 95.0, 77.99, 0.28; GCF_011301715.1, s__Sphingomicrobium sp011301715, 95.0, 77.85, 0.28; GCA_013817375.1, s__Sphingomicrobium sp013817375, 95.0, 77.84, 0.3; GCA_013361785.1, s__Sphingomicrobium sp013361785, 95.0, 77.79, 0.31; GCF_007998985.1, s__Sphingomicrobium xanthus, 95.0, 77.77, 0.29; GCF_003583725.1, s__Sphingomicrobium edaphi, 95.0, 77.56, 0.24; GCA_013816595.1, s__Sphingomicrobium sp013816595, 95.0, 77.48, 0.31; GCF_014195685.1, s__Sphingomicrobium lutaoense, 95.0, 77.47, 0.28; GCA_013001055.1, s__Sphingomicrobium sp004282935, 95.0, 76.88, 0.19	83.7	11	0.9738434031850759	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC025c_JNA_AS_CCGP29_S225_L002_R.bin.3	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP29_S225_L002_R.bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CADCTG01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CADCTG01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	45.65	11	0.9666347114438469	N/A
CCGPMC025c_JNA_AS_CCGP29_S225_L002_R.bin.5	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP29_S225_L002_R.bin.6	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__CADCWI01;s__	N/A	N/A	N/A	N/A	N/A	GCA_902806355.1	95.0	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__CADCWI01;s__CADCWI01 sp902806355	87.29	0.6	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__CADCWI01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	22.26	11	0.979437137105876	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC025c_JNA_AS_CCGP29_S225_L002_R.bin.7	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__CADCTP01;g__CADCTP01;s__	N/A	N/A	N/A	N/A	N/A	GCA_902805565.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__CADCTP01;g__CADCTP01;s__CADCTP01 sp902805565	84.21	0.61	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__CADCTP01;g__CADCTP01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	61.06	11	0.934136768576034	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC025c_JNA_AS_CCGP29_S225_L002_R.bin.8	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__CADCUO01;s__	N/A	N/A	N/A	N/A	N/A	GCA_902805915.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__CADCUO01;s__CADCUO01 sp902805915	78.55	0.35	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__CADCUO01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	89.0	11	0.9167998062403464	N/A
CCGPMC025c_JNA_AS_CCGP30_S224_L002_R.bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	N/A	N/A	N/A	N/A	N/A	GCF_003858395.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__EB88 sp003858395	77.85	0.34	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	83.36	11	0.9512388364782504	N/A
CCGPMC025c_JNA_AS_CCGP30_S224_L002_R.bin.2	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP30_S224_L002_R.bin.3	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP30_S224_L002_R.bin.5	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	10.7	11	0.4373867750536314	Genome domain questionable ( 11.7% Bacterial, 5.7% Archaeal)
CCGPMC025c_JNA_AS_CCGP30_S224_L002_R.bin.7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	86.32	0.46	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	64.5	11	0.9722260679967071	N/A
CCGPMC025c_JNA_AS_CCGP31_S223_L002_R.bin.1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__	N/A	N/A	N/A	N/A	N/A	GCF_014646155.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__Actinoplanes endophyticus	79.86	0.37	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_016862275.1, s__Actinoplanes nipponensis, 95.0, 81.37, 0.47; GCF_018332655.1, s__Actinoplanes auranticolor, 95.0, 81.11, 0.48; GCF_014205335.1, s__Actinoplanes digitatis, 95.0, 80.86, 0.45; GCF_016464385.1, s__Actinoplanes sp016464385, 95.0, 80.85, 0.46; GCF_003002065.1, s__Actinoplanes ferrugineus_A, 95.0, 80.69, 0.43; GCF_000494755.1, s__Actinoplanes friuliensis, 95.0, 80.62, 0.45; GCF_000721705.1, s__Actinoplanes subtropicus, 95.0, 80.46, 0.48; GCF_000389965.1, s__Actinoplanes sp000389965, 95.0, 80.45, 0.43; GCF_014648355.1, s__Actinoplanes azureus, 95.0, 80.4, 0.39; GCF_004217545.1, s__Actinoplanes cinnamomeus, 95.0, 80.37, 0.39; GCF_016862175.1, s__Actinoplanes durhamensis, 95.0, 80.32, 0.47; GCF_003711105.1, s__Actinoplanes teichomyceticus, 95.0, 80.29, 0.42; GCF_018332695.1, s__Actinoplanes toevensis, 95.0, 80.28, 0.45; GCF_016862435.1, s__Actinoplanes tereljensis, 95.0, 80.21, 0.46; GCF_016862195.1, s__Actinoplanes ferrugineus, 95.0, 80.21, 0.45; GCF_018829635.1, s__Actinoplanes bogorensis, 95.0, 80.19, 0.44; GCF_000379645.1, s__Actinoplanes globisporus, 95.0, 80.16, 0.46; GCF_001553785.1, s__Actinoplanes sp001553785, 95.0, 80.16, 0.36; GCF_016862395.1, s__Actinoplanes siamensis, 95.0, 80.14, 0.4; GCF_003751945.1, s__Actinoplanes caeruleus, 95.0, 80.14, 0.39; GCF_016862375.1, s__Actinoplanes rishiriensis, 95.0, 80.13, 0.45; GCF_014205225.1, s__Actinoplanes octamycinicus, 95.0, 80.09, 0.46; GCF_014204895.1, s__Actinoplanes abujensis, 95.0, 80.06, 0.43; GCF_018324205.1, s__Actinoplanes ianthinogenes, 95.0, 80.03, 0.43; GCF_016862115.1, s__Actinoplanes deccanensis, 95.0, 80.02, 0.45; GCF_012933445.1, s__Actinoplanes sp012933445, 95.0, 79.99, 0.4; GCF_900119315.1, s__Actinoplanes sp900119315, 95.0, 79.98, 0.42; GCF_900188005.1, s__Actinoplanes regularis, 95.0, 79.98, 0.41; GCF_016785085.1, s__Actinoplanes sp016785085, 95.0, 79.95, 0.45; GCF_000284295.1, s__Actinoplanes missouriensis, 95.0, 79.94, 0.39; GCF_015704865.1, s__Actinoplanes sp015704865, 95.0, 79.92, 0.43; GCF_900215205.1, s__Actinoplanes atraurantiacus, 95.0, 79.84, 0.46; GCF_003999975.1, s__Actinoplanes sp003999975, 95.0, 79.81, 0.41; GCF_016834655.1, s__Actinoplanes sp016834655, 95.0, 79.79, 0.45; GCF_016862315.1, s__Actinoplanes palleronii, 95.0, 79.79, 0.46; GCF_004362215.1, s__Actinoplanes brasiliensis, 95.0, 79.77, 0.41; GCF_017592555.1, s__Actinoplanes sp017592555, 95.0, 79.73, 0.4; GCA_000715855.1, s__Actinoplanes liguriensis, 95.0, 79.72, 0.42; GCF_016862215.1, s__Actinoplanes humidus, 95.0, 79.71, 0.42; GCF_016862095.1, s__Actinoplanes cyaneus, 95.0, 79.69, 0.43; GCF_000962825.1, s__Actinoplanes rectilineatus, 95.0, 79.65, 0.41; GCF_014205215.1, s__Actinoplanes lobatus, 95.0428, 79.64, 0.42; GCF_018332715.1, s__Actinoplanes consettensis, 95.0, 79.61, 0.42; GCF_004001265.1, s__Actinoplanes sp004001265, 95.0, 79.6, 0.4; GCF_014647795.1, s__Actinoplanes campanulatus, 95.0428, 79.55, 0.4; GCF_016862455.1, s__Actinoplanes utahensis, 95.0, 79.55, 0.39; GCF_003259845.1, s__Actinoplanes lutulentus, 95.0, 79.49, 0.39; GCF_900113015.1, s__Actinoplanes philippinensis, 95.0, 79.4, 0.43; GCF_003148685.1, s__Actinoplanes xinjiangensis, 95.0, 79.3, 0.43; GCF_003001815.1, s__Actinoplanes italicus, 95.0, 79.27, 0.42; GCF_016862075.1, s__Actinoplanes couchii, 95.0, 79.19, 0.43; GCF_900104725.1, s__Actinoplanes derwentensis, 95.0, 79.15, 0.39	56.39	11	0.952729750544073	Genome has more than 29.2% of markers with multiple hits
CCGPMC025c_JNA_AS_CCGP31_S223_L002_R.bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	86.15	0.45	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	58.52	11	0.9707839655945857	N/A
CCGPMC025c_JNA_AS_CCGP31_S223_L002_R.bin.6	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.7%)
CCGPMC025c_JNA_AS_CCGP31_S223_L002_R.bin.8	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP31_S223_L002_R.bin.9	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP32_S222_L002_R.bin.2	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP32_S222_L002_R.bin.3	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.0%)
CCGPMC025c_JNA_AS_CCGP32_S222_L002_R.bin.4	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP33_S221_L002_R.bin.3	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP33_S221_L002_R.bin.4	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.5%)
CCGPMC025c_JNA_AS_CCGP33_S221_L002_R.bin.5	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__	N/A	N/A	N/A	N/A	N/A	GCF_014205335.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__Actinoplanes digitatis	83.78	0.66	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_016862275.1, s__Actinoplanes nipponensis, 95.0, 86.43, 0.67; GCF_018332655.1, s__Actinoplanes auranticolor, 95.0, 86.22, 0.71; GCF_000494755.1, s__Actinoplanes friuliensis, 95.0, 83.75, 0.69; GCF_014648355.1, s__Actinoplanes azureus, 95.0, 82.82, 0.56; GCF_003002065.1, s__Actinoplanes ferrugineus_A, 95.0, 82.74, 0.65; GCF_016464385.1, s__Actinoplanes sp016464385, 95.0, 82.74, 0.63; GCF_000389965.1, s__Actinoplanes sp000389965, 95.0, 82.38, 0.62; GCF_018332715.1, s__Actinoplanes consettensis, 95.0, 82.1, 0.58; GCF_016862215.1, s__Actinoplanes humidus, 95.0, 82.0, 0.57; GCF_001553785.1, s__Actinoplanes sp001553785, 95.0, 81.95, 0.53; GCF_003751945.1, s__Actinoplanes caeruleus, 95.0, 81.76, 0.6; GCF_004217545.1, s__Actinoplanes cinnamomeus, 95.0, 81.5, 0.52; GCF_016862175.1, s__Actinoplanes durhamensis, 95.0, 81.08, 0.58; GCF_018829635.1, s__Actinoplanes bogorensis, 95.0, 81.0, 0.56; GCF_000379645.1, s__Actinoplanes globisporus, 95.0, 80.94, 0.55; GCF_016862395.1, s__Actinoplanes siamensis, 95.0, 80.91, 0.54; GCF_003999975.1, s__Actinoplanes sp003999975, 95.0, 80.86, 0.52; GCF_004362215.1, s__Actinoplanes brasiliensis, 95.0, 80.77, 0.55; GCF_016834655.1, s__Actinoplanes sp016834655, 95.0, 80.76, 0.58; GCF_016862115.1, s__Actinoplanes deccanensis, 95.0, 80.75, 0.57; GCF_016785085.1, s__Actinoplanes sp016785085, 95.0, 80.71, 0.6; GCF_000721705.1, s__Actinoplanes subtropicus, 95.0, 80.69, 0.55; GCF_016862435.1, s__Actinoplanes tereljensis, 95.0, 80.65, 0.58; GCF_016862195.1, s__Actinoplanes ferrugineus, 95.0, 80.64, 0.52; GCF_014204895.1, s__Actinoplanes abujensis, 95.0, 80.61, 0.59; GCF_014205225.1, s__Actinoplanes octamycinicus, 95.0, 80.6, 0.57; GCF_014647795.1, s__Actinoplanes campanulatus, 95.0428, 80.59, 0.55; GCF_017592555.1, s__Actinoplanes sp017592555, 95.0, 80.59, 0.55; GCF_900215205.1, s__Actinoplanes atraurantiacus, 95.0, 80.58, 0.6; GCF_016862455.1, s__Actinoplanes utahensis, 95.0, 80.54, 0.49; GCF_000284295.1, s__Actinoplanes missouriensis, 95.0, 80.49, 0.53; GCF_016862375.1, s__Actinoplanes rishiriensis, 95.0, 80.48, 0.6; GCF_014646155.1, s__Actinoplanes endophyticus, 95.0, 80.47, 0.46; GCF_014205215.1, s__Actinoplanes lobatus, 95.0428, 80.47, 0.59; GCF_018332695.1, s__Actinoplanes toevensis, 95.0, 80.4, 0.59; GCF_004001265.1, s__Actinoplanes sp004001265, 95.0, 80.39, 0.51; GCF_900188005.1, s__Actinoplanes regularis, 95.0, 80.34, 0.54; GCF_003148685.1, s__Actinoplanes xinjiangensis, 95.0, 80.3, 0.54; GCF_003711105.1, s__Actinoplanes teichomyceticus, 95.0, 80.25, 0.58; GCF_015704865.1, s__Actinoplanes sp015704865, 95.0, 80.21, 0.56; GCF_016862315.1, s__Actinoplanes palleronii, 95.0, 80.19, 0.6; GCF_900119315.1, s__Actinoplanes sp900119315, 95.0, 80.12, 0.57; GCF_016862095.1, s__Actinoplanes cyaneus, 95.0, 80.1, 0.56; GCF_018324205.1, s__Actinoplanes ianthinogenes, 95.0, 80.03, 0.59; GCF_012933445.1, s__Actinoplanes sp012933445, 95.0, 79.97, 0.48; GCF_900113015.1, s__Actinoplanes philippinensis, 95.0, 79.82, 0.57; GCA_000715855.1, s__Actinoplanes liguriensis, 95.0, 79.79, 0.6; GCF_003001815.1, s__Actinoplanes italicus, 95.0, 79.79, 0.57; GCF_000962825.1, s__Actinoplanes rectilineatus, 95.0, 79.76, 0.56; GCF_016862075.1, s__Actinoplanes couchii, 95.0, 79.64, 0.56; GCF_003259845.1, s__Actinoplanes lutulentus, 95.0, 79.61, 0.52; GCF_900104725.1, s__Actinoplanes derwentensis, 95.0, 79.57, 0.5	10.09	11	0.9834677480166556	Genome domain questionable ( 11.7% Bacterial, 1.9% Archaeal);Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC025c_JNA_AS_CCGP33_S221_L002_R.bin.7	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	11.34	11	0.4379966260137948	Genome domain questionable ( 11.7% Bacterial, 5.7% Archaeal)
CCGPMC025c_JNA_AS_CCGP34_S220_L002_R.bin.1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Quadrisphaeraceae;g__Quadrisphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Quadrisphaeraceae;g__Quadrisphaera;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_900101335.1, s__Quadrisphaera sp900101335, 95.0, 79.7, 0.54; GCA_902806005.1, s__Quadrisphaera sp902806005, 95.0, 79.12, 0.39; GCF_006335115.1, s__Quadrisphaera sp006335115, 95.0, 78.6, 0.57; GCF_015390235.1, s__Quadrisphaera sp015390235, 95.0, 78.6, 0.51; GCF_008041935.1, s__Quadrisphaera sp008041935, 95.0, 78.4, 0.55; GCF_014270065.1, s__Quadrisphaera sp014270065, 95.0, 78.36, 0.53; GCF_003149145.1, s__Quadrisphaera granulorum, 95.0, 78.18, 0.45	32.29	11	0.875005912172935	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC025c_JNA_AS_CCGP34_S220_L002_R.bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	86.48	0.51	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	46.9	11	0.9759006813541885	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC025c_JNA_AS_CCGP34_S220_L002_R.bin.3	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP34_S220_L002_R.bin.4	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP34_S220_L002_R.bin.7	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP34_S220_L002_R.bin.8	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP35_S219_L002_R.bin.1	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP35_S219_L002_R.bin.10	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	85.74	11	0.926782756804332	N/A
CCGPMC025c_JNA_AS_CCGP35_S219_L002_R.bin.2	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.1%)
CCGPMC025c_JNA_AS_CCGP35_S219_L002_R.bin.3	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP35_S219_L002_R.bin.4	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	N/A	N/A	N/A	N/A	N/A	GCF_000522985.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__Gemmatirosa kalamazoonesis	78.51	0.63	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	12.89	11	0.8870345878068955	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
